"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"280","WBGene00006535","F40F4.5","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tubulin","tba-9 is an ortholog of human TUBA3C (tubulin alpha 3c) and TUBA3E (tubulin alpha 3e)\; is predicted to have GTP binding activity and GTPase activity\; is expressed in several tissues, including the nervous system and the vulval muscle."
"281","WBGene00006539","T04H1.9","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tubulin","tbb-6 is an ortholog of human TUBB1 (tubulin beta 1 class VI) and TUBB8 (tubulin beta 8 class VIII)\; is predicted to have GTP binding activity and GTPase activity\; is expressed in the pharynx."
"282","WBGene00006553","Y47D3A.10","Transcription factor","Transcription factor: T box","Transcription factor: T box","tbx-34 is an ortholog of human TBX2 (T-box 2), TBX4 (T-box 4), and TBX21 (T-box 21)\; is predicted to have DNA binding activity and DNA-binding activity transcription factor activity."
"283","WBGene00006575","F13B10.1","Stress response","Stress response: pathogen","Stress response: pathogen: signaling","tir-1 is an ortholog of human SARM1 (sterile alpha and TIR motif containing 1)\; exhibits enzyme binding activity, identical protein binding activity, and signaling adaptor activity\; is involved in several processes, including activation of MAPK activity, cell-cell signaling involved in cell fate commitment, and defense response to other organism\; localizes to the axon cytoplasm\; is expressed in the head, the intestine, and the pharynx\; is used to study amyotrophic lateral sclerosis."
"284","WBGene00006591","T24A11.3","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","toh-1 is predicted to have metalloendopeptidase activity and zinc ion binding activity\; is expressed in several tissues, including the epithelial system, the intestine, and the reproductive system."
"285","WBGene00006602","ZK54.2","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","tps-1 is predicted to have alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity\; is expressed in several tissues, including the intestine, the muscular system, the nervous system, and the reproductive system."
"286","WBGene00006609","W05E10.4","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","tre-3 is an ortholog of human TREH (trehalase)\; is predicted to have alpha,alpha-trehalase activity\; localizes to the membrane raft\; is expressed in several tissues, including the alimentary system, the body wall musculature, the head, the nervous system, and the reproductive system."
"287","WBGene00006620","C07G1.1","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","svh-1 is an ortholog of human HGFAC, PLAT, and PLAU\; is predicted to have serine-type endopeptidase activity\; is involved in axon regeneration and positive regulation of MAPK cascade\; is expressed in the ADLL and the ADLR\; human orthologs of this gene are implicated in several diseases, including Alzheimer's disease, Quebec platelet disorder, and factor XII deficiency."
"288","WBGene00006649","F08F1.8","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","tth-1 is predicted to have actin monomer binding activity\; is expressed in several tissues, including the alimentary system, the nervous system, and the reproductive system."
"289","WBGene00006650","F09E10.11","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","tts-1 is enriched in the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, Nitric Oxide, and methylmercury hydroxide based on RNA-seq and microarray studies."
"290","WBGene00006651","R05H5.8","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","tts-2 is enriched in the intestine and the nervous system based on microarray studies\; is affected by several genes including daf-16, daf-2, and skn-1 based on tiling array, RNA-seq, and microarray studies\; is affected by twelve chemicals including Ethanol, methylmercury hydroxide, and 1-methylnicotinamide based on RNA-seq and microarray studies."
"291","WBGene00006718","C28G1.1","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: unassigned","ubc-23 is an ortholog of human FAF1 (Fas associated factor 1)\; is expressed in the intestinal cell\; human FAF1 exhibits several functions, including NF-kappaB binding activity, enzyme binding activity, and heat shock protein binding activity."
"292","WBGene00006760","H14N18.1","Chaperone","Chaperone: unassigned","Chaperone: unassigned","unc-23 is an ortholog of human BAG2 (BCL2 associated athanogene 2)\; exhibits heat shock protein binding activity\; is involved in muscle attachment\; localizes to the M band, nucleolus, and striated muscle dense body\; is expressed in several tissues, including the H cell, the alimentary system, the excretory canal, the muscular system, and the nervous system."
"293","WBGene00006788","F45E10.1","Neuronal function","Neuronal function: unassigned","Neuronal function: unassigned","unc-53 is an ortholog of human NAV1, NAV2, and NAV3\; is predicted to have actin filament binding activity\; is involved in several processes, including backward locomotion, determination of muscle attachment site, and generation of neurons\; localizes to the cytoplasm\; is expressed in several tissues, including the coelomocyte, the excretory cell, the muscular system, the nervous system, and the reproductive system."
"294","WBGene00006923","F08B1.1","Stress response","Stress response: pathogen","Stress response: pathogen: signaling","vhp-1 is an ortholog of human DUSP8 (dual specificity phosphatase 8)\; exhibits JUN kinase phosphatase activity, MAP kinase tyrosine\/serine\/threonine phosphatase activity, and mitogen-activated protein kinase binding activity\; is involved in several processes, including negative regulation of response to external stimulus, regulation of cellular protein localization, and regulation of phosphorus metabolic process\; is expressed in the hypodermis, the intestine, the nervous system, the pharynx, and the vulva."
"295","WBGene00006947","ZK1290.12","Development","Development: somatic","Development: somatic","wrt-1 is predicted to have peptidase activity\; is expressed in the hyp10, the hyp6, the hyp7 syncytium, the hyp8, and the hyp9."
"296","WBGene00006948","F52E4.6","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-2 is expressed in the hypodermis."
"297","WBGene00006954","C29F3.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-8 is predicted to have peptidase activity\; is expressed in the hypodermis and the ventral cord blast cell."
"298","WBGene00006955","B0344.2","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-9 is expressed in the hypodermis."
"299","WBGene00006956","ZK1290.8","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","wrt-10 is expressed in the alimentary system, the epithelial system, and the excretory system."
"300","WBGene00006965","F54F7.4","Unassigned","Unassigned","Unassigned: membrane spanning domain","xtr-1 is predicted to have transmembrane signaling receptor activity."
"301","WBGene00006981","C09C7.1","Extracellular material","Extracellular material: matrix","Extracellular material: matrix","zig-4 is involved in neuron development\; is expressed in several tissues, including the alimentary system and the nervous system."
"302","WBGene00006987","EGAP1.3","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","zmp-1 is an ortholog of human MMP17 (matrix metallopeptidase 17), MMP21 (matrix metallopeptidase 21), and MMP25\; exhibits metallopeptidase activity\; is involved in basement membrane disassembly\; localizes to the cell surface\; is expressed in several tissues, including the reproductive system and the vulval syncytia precursor."
"303","WBGene00007049","C53A5.4","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","tag-191 is an ortholog of human TTBK1 (tau tubulin kinase 1) and TTBK2\; is predicted to have ATP binding activity and protein kinase activity\; human orthologs of this gene are implicated in spinocerebellar ataxia type 11."
"304","WBGene00007073","AC3.8","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-2 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have transferase activity, transferring hexosyl groups."
"305","WBGene00007080","AH6.2","Transmembrane transport","Transmembrane transport: heme","Transmembrane transport: heme","sfxn-1.1 is an ortholog of human SFXN1 (sideroflexin 1) and SFXN3 (sideroflexin 3)\; is predicted to have ion transmembrane transporter activity."
"306","WBGene00007082","AH10.1","Metabolism","Metabolism: lipid","Metabolism: lipid: fatty acid","acs-10 is predicted to have catalytic activity."
"307","WBGene00007131","B0284.1","Development","Development: somatic","Development: somatic","pals-26 is expressed in several tissues, including the alimentary system, the coelomocyte, the epithelial system, the nervous system, and the reproductive system\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"308","WBGene00007159","B0379.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","B0379.7 is enriched in the arcade cell, the germ line, the male, the muscle cell, and the pharyngeal-intestinal valve cell based on RNA-seq and microarray studies\; is affected by several genes including daf-2, dpy-10, and eat-2 based on proteomic, microarray, and RNA-seq studies\; is affected by fourteen chemicals including Ethanol, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies."
"309","WBGene00007169","B0393.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","B0393.4 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including let-60, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, D-glucose, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Maelstrom domain."
"310","WBGene00007177","B0399.2","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-1 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"311","WBGene00007180","B0457.6","Unassigned","Unassigned","Unassigned","B0457.6 is enriched in several tissues, including the alimentary system, the excretory cell, the germline precursor cell, the hypodermis, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on tiling array, RNA-seq, and microarray studies\; is affected by six chemicals including Rotenone, bisphenol A, and stavudine based on RNA-seq and microarray studies."
"312","WBGene00007181","B0462.1","Pseudogene","Pseudogene","Pseudogene","B0462.1 is enriched in the muscle cell based on microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including Tunicamycin, multi-walled carbon nanotube, and stavudine based on microarray and RNA-seq studies."
"313","WBGene00007209","BE10.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","BE10.1 is enriched in the germ line, the male, and the nervous system based on proteomic and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and dpy-10 based on microarray and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, multi-walled carbon nanotube, and D-glucose based on microarray and RNA-seq studies."
"314","WBGene00007210","BE10.2","Metabolism","Metabolism: lipid","Metabolism: lipid: unassigned","agmo-1 is an ortholog of human AGMO (alkylglycerol monooxygenase)\; is predicted to have glyceryl-ether monooxygenase activity and iron ion binding activity\; is expressed in the hyp7 syncytium and the seam cell."
"315","WBGene00007248","C01G12.8","Metabolism","Metabolism: mitochondria","Metabolism: mitochondria: transporter","catp-4 is an ortholog of human ATP4A (ATPase H+\/K+ transporting subunit alpha) and ATP12A (ATPase H+\/K+ transporting non-gastric alpha2 subunit) and members of the human ATP1 (ATPase Na+\/K+ transporting subunits) gene family including ATP1A4, ATP1A1, and ATP1A2\; is predicted to have ATP binding activity, metal ion binding activity, and sodium:potassium-exchanging ATPase activity."
"316","WBGene00007262","C02D4.1","Extracellular material","Extracellular material: secreted protein","Extracellular material: secreted protein","jud-4 is expressed in the hypodermis and the vulval muscle."
"317","WBGene00007264","C02F4.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C02F4.4 is enriched in the ASER, the PLM, the germline precursor cell, and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-12, and lin-4 based on RNA-seq and microarray studies\; is affected by eleven chemicals including Ethanol, methylmercury hydroxide, and D-glucose based on RNA-seq and microarray studies."
"318","WBGene00007269","C03C10.2","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","C03C10.2 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein serine\/threonine kinase activity."
"319","WBGene00007303","C04F12.9","mRNA functions","mRNA functions: processing","mRNA functions: processing: nuclease","rnh-1.3 is an ortholog of human RNASEH1\; is predicted to have RNA-DNA hybrid ribonuclease activity and nucleic acid binding activity."
"320","WBGene00007305","C04G2.2","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","ttbk-5 is an ortholog of human TTBK1 (tau tubulin kinase 1) and TTBK2\; is predicted to have ATP binding activity and protein kinase activity\; is expressed in the nervous system\; human orthologs of this gene are implicated in spinocerebellar ataxia type 11."
"321","WBGene00007307","C04G2.8","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: unassigned","spch-1 is involved in male meiotic nuclear division\; localizes to the nuclear chromatin\; is expressed in the sperm."
"322","WBGene00007323","C05B5.6","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-155 is enriched in the coelomocyte, the germ line, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, eat-2, and npr-1 based on microarray and RNA-seq studies\; is affected by seven chemicals including tryptophan, methylmercury hydroxide, and methylmercuric chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"323","WBGene00007324","C05B5.8","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C05B5.8 is enriched in the epithelial system, the excretory cell, the muscle cell, the nervous system, and the sensillum based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, age-1, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including hydrogen sulfide, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF2700."
"324","WBGene00007335","C05C12.1","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","C05C12.1 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein kinase activity."
"325","WBGene00007339","C05D12.1","Metabolism","Metabolism: unassigned","Metabolism: unassigned","C05D12.1 is an ortholog of human FRRS1\; is predicted to encode a protein with the following domains: DOMON domain and Cytochrome b561\/ferric reductase transmembrane."
"326","WBGene00007354","C06A1.3","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","C06A1.3 is an ortholog of human PPP1CA and PPP1CC (protein phosphatase 1 catalytic subunit gamma)\; is predicted to have metal ion binding activity and phosphoprotein phosphatase activity."
"327","WBGene00007368","C06B8.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C06B8.2 is enriched in the OLL, the PVD, the body wall musculature, and the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and skn-1 based on microarray, RNA-seq, and tiling array studies\; is affected by eight chemicals including methylmercury hydroxide, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1647."
"328","WBGene00007404","C07A9.8","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","best-5 is an ortholog of human BEST2 (bestrophin 2) and BEST4 (bestrophin 4)\; is predicted to have chloride channel activity\; human orthologs of this gene are implicated in bestrophinopathy, retinitis pigmentosa 50, and vitelliform macular dystrophy."
"329","WBGene00007414","C07E3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C07E3.3 is enriched in the intestine and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fourteen chemicals including diallyl trisulfide, Rotenone, and D-glucose based on microarray and RNA-seq studies."
"330","WBGene00007415","C07E3.4","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","C07E3.4 is predicted to have protein tyrosine phosphatase activity."
"331","WBGene00007440","C08E8.4","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","C08E8.4 is involved in innate immune response."
"332","WBGene00007452","C08F11.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C08F11.3 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, RNA-seq, and tiling array studies\; is affected by eight chemicals including Mercuric Chloride, Tunicamycin, and Mianserin based on microarray and RNA-seq studies."
"333","WBGene00007453","C08F11.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-98 is enriched in the AVA and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, levamisole, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and Domain of unknown function DUF38, Caenorhabditis species."
"334","WBGene00007460","C08F11.13","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C08F11.13 is enriched in the intestine and the nervous system based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, 1-methylnicotinamide, and D-glucopyranose based on RNA-seq and microarray studies."
"335","WBGene00007479","C09F9.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C09F9.2 is enriched in the OLL, the PVD, and the hypodermis based on microarray, tiling array, and proteomic studies\; is affected by several genes including daf-2, clk-1, and sir-2.1 based on RNA-seq and microarray studies\; is affected by thirteen chemicals including methylmercury hydroxide, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: SEA domain, EGF-like domain, Trypsin Inhibitor-like, cysteine rich domain, DOMON domain, EGF-like domain, extracellular, Serine protease inhibitor-like superfamily, and SEA domain superfamily."
"336","WBGene00007480","C09F9.3","Metabolism","Metabolism: amino acid","Metabolism: amino acid: synthesis","glna-1 is an ortholog of human GLS (glutaminase) and GLS2 (glutaminase 2)\; is predicted to have glutaminase activity\; is expressed in several tissues, including the alimentary system, the mc3 precursor, and the nervous system."
"337","WBGene00007481","C09F9.4","Pseudogene","Pseudogene","Pseudogene","C09F9.4 is affected by several genes including daf-16, dpy-7, and pgl-1 based on microarray and RNA-seq studies\; is affected by methylmercury hydroxide, dafa#1, and Sirolimus based on RNA-seq and microarray studies."
"338","WBGene00007503","C09H10.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C09H10.9 is enriched in the germ line, the male, and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"339","WBGene00007506","C10C5.2","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","C10C5.2 is involved in innate immune response."
"340","WBGene00007552","C13C12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C13C12.2 is enriched in several tissues, including the alimentary system, the hypodermis, the nervous system, and the somatic gonad precursor based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, let-60, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Ethanol, D-glucose, and Alovudine based on RNA-seq and microarray studies."
"341","WBGene00007563","C14A4.13","Cytoskeleton","Cytoskeleton: microtubule","Cytoskeleton: microtubule: tau tubulin kinase","C14A4.13 is an ortholog of human CTD-2116N17.1, TTBK1 (tau tubulin kinase 1), and TTBK2\; is predicted to have ATP binding activity and protein kinase activity."
"342","WBGene00007574","C14B1.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","C14B1.3 is an ortholog of human FBXO2 (F-box protein 2), FBXO44 (F-box protein 44), and FBXO6 (F-box protein 6)\; human FBXO6 exhibits ubiquitin-protein transferase activity."
"343","WBGene00007601","C15C6.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C15C6.2 is enriched in the amphid sheath cell, the germ line, and the male based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and dpy-10 based on microarray, RNA-seq, and tiling array studies\; is affected by twenty chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies."
"344","WBGene00007611","C15H7.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C15H7.4 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on RNA-seq and microarray studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF5369."
"345","WBGene00007614","C15H11.2","Signaling","Signaling: heteromeric G protein","Signaling: heteromeric G protein: receptor","gnrr-2 is an ortholog of human CYSLTR2 (cysteinyl leukotriene receptor 2), CYSLTR1 (cysteinyl leukotriene receptor 1), and KISS1R (KISS1 receptor) and members of the human GALR (Galanin receptors) gene family including GALR2, GALR1, and GALR3\; is predicted to have G protein-coupled receptor activity."
"346","WBGene00007639","C17D12.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C17D12.5 is enriched in the germ line, the male, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including hsf-1, pgl-1, and aak-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including methylmercuric chloride, manganese chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Ubiquitin-conjugating enzyme\/RWD-like."
"347","WBGene00007660","C17H1.7","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-6 is enriched in dopaminergic neurons, the OLL, the PVD, and the intestine based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Nitric Oxide, D-glucose, and Sodium Chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"348","WBGene00007688","C18E9.8","Unassigned","Unassigned","Unassigned","C18E9.8 is enriched in the amphid sheath cell, the germ line, and the male based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and dpy-10 based on microarray, RNA-seq, and tiling array studies\; is affected by thirteen chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies."
"349","WBGene00007689","C18E9.9","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","C18E9.9 is involved in innate immune response."
"350","WBGene00007691","C23H4.2","Unassigned","Unassigned","Unassigned: hydrolase","C23H4.2 is predicted to have hydrolase activity."
"351","WBGene00007694","C23H4.6","Cell cycle","Cell cycle: chromosome dynamics","Cell cycle: chromosome dynamics: SMC","C23H4.6 is an ortholog of human SMC6 (structural maintenance of chromosomes 6)\; is expressed in several tissues, including the alimentary system, the muscular system, the nervous system, the reproductive system, and the tail\; human SMC6 exhibits ubiquitin protein ligase binding activity."
"352","WBGene00007714","C25D7.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C25D7.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, dpy-10, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by twelve chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"353","WBGene00007715","C25D7.2","Pseudogene","Pseudogene","Pseudogene","C25D7.2 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including clk-1, pgl-1, and glh-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride based on microarray studies."
"354","WBGene00007717","C25D7.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","C25D7.5 is an ortholog of human MBLAC1\; is involved in innate immune response."
"355","WBGene00007725","C25F9.5","Unassigned","Unassigned","Unassigned","C25F9.5 is predicted to have ATP binding activity."
"356","WBGene00007733","C25G4.6","Development","Development: germline","Development: germline","smz-1 is involved in male meiosis chromosome segregation\; localizes to the nuclear chromatin\; is expressed in the male gonad and the sperm."
"357","WBGene00007778","C27D8.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C27D8.2 is enriched in the AVA, the germ line, and the male based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by fifteen chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: BTB\/Kelch-associated."
"358","WBGene00007804","C29F3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C29F3.3 is enriched in the excretory cell and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Ethanol, manganese chloride, and D-glucose based on RNA-seq and microarray studies."
"359","WBGene00007806","C29F3.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-230 is predicted to have carbohydrate binding activity."
"360","WBGene00007807","C29F3.7","Stress response","Stress response: pathogen","Stress response: pathogen: CUB","C29F3.7 is involved in innate immune response\; localizes to the membrane raft."
"361","WBGene00007835","C31A11.7","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-7 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"362","WBGene00007853","C31G12.4","Unassigned","Unassigned","Unassigned","C31G12.4 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-2, let-60, and pgl-1 based on RNA-seq and microarray studies\; is affected by multi-walled carbon nanotube based on RNA-seq studies."
"363","WBGene00007872","C32H11.9","Stress response","Stress response: pathogen","Stress response: pathogen: CUB","C32H11.9 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including daf-16, daf-2, and age-1 based on microarray, tiling array, and RNA-seq studies\; is affected by fifteen chemicals including methylmercury hydroxide, methylmercuric chloride, and Tunicamycin based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: CUB-like domain."
"364","WBGene00007873","C32H11.10","Stress response","Stress response: unassigned","Stress response: unassigned","dod-21 is enriched in the FLP and the intestine based on microarray and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and skn-1 based on microarray, quantitative PCR, tiling array, and RNA-seq studies\; is affected by six chemicals including Heme, methylmercury hydroxide, and Tunicamycin based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: CUB-like domain."
"365","WBGene00007885","C33A12.6","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-21 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have glucuronosyltransferase activity."
"366","WBGene00007894","C33D3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C33D3.3 is enriched in the muscle cell, the nervous system, and the sensillum based on microarray and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by four chemicals including Tunicamycin, D-glucose, and dafa#1 based on microarray and RNA-seq studies."
"367","WBGene00007898","C33D9.3","Unassigned","Unassigned","Unassigned","C33D9.3 is enriched in the intestine, the muscle cell, and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including daf-2, glp-1, and daf-12 based on microarray, RNA-seq, and tiling array studies\; is affected by four chemicals including Diazinon, Quercetin, and Hydrolyzable Tannins based on microarray studies."
"368","WBGene00007903","C33G3.3","Transmembrane transport","Transmembrane transport: extracellular ligand gated channel","Transmembrane transport: extracellular ligand gated channel","lgc-21 is an ortholog of human CHRNB3 (cholinergic receptor nicotinic beta 3 subunit), CHRNA4 (cholinergic receptor nicotinic alpha 4 subunit), and CHRNA1 (cholinergic receptor nicotinic alpha 1 subunit)\; is predicted to have extracellular ligand-gated ion channel activity and transmembrane signaling receptor activity."
"369","WBGene00007908",NA,NA,NA,NA,NA
"370","WBGene00007926","C34C12.7","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C34C12.7 is enriched in the AFD, the germline precursor cell, and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and dpy-10 based on tiling array, microarray, RNA-seq, and proteomic studies\; is affected by eight chemicals including Rotenone, D-glucose, and stavudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: PAN\/Apple domain."
